trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
638,False,"{'a': 0.3909989169314102, 'e': 0.04117187093906774}",25,10,28.506789125892926,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.3909989169314102, 'e': 0.040966525376082925}",25,18,11.172506302758746,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.3909989169314102, 'e': 0.04076220397836621}",20,11,15.874448800506599,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.3909989169314102, 'e': 0.040558901637871986}",20,9,-1.253577900130384,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
642,False,"{'a': 0.3909989169314102, 'e': 0.04035661327203115}",30,18,23.94437447795204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.3909989169314102, 'e': 0.040155333823624025}",25,16,14.689398170597185,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.3909989169314102, 'e': 0.039955058260653896}",20,7,23.500568244782606,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.3909989169314102, 'e': 0.039755781576221304}",25,13,-19.216400187960247,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
646,False,"{'a': 0.3909989169314102, 'e': 0.039557498788398725}",30,16,24.81744045065079,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.3909989169314102, 'e': 0.03936020494010615}",30,16,20.32990280654988,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.3909989169314102, 'e': 0.039163895098987066}",20,14,0.7889064790666138,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.3909989169314102, 'e': 0.03896856435728526}",35,20,30.086323136960416,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.3909989169314102, 'e': 0.03877420783172201}",25,12,18.72509903492262,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.3909989169314102, 'e': 0.03858082066337404}",20,8,22.17652693630508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.3909989169314102, 'e': 0.038388398017552054}",25,12,18.60634650224043,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.3909989169314102, 'e': 0.038196935083679925}",25,11,12.39598398826866,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.3909989169314102, 'e': 0.038006427075174314}",20,8,11.021131507557753,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.3909989169314102, 'e': 0.03781686922932508}",30,12,35.27518143337453,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.3909989169314102, 'e': 0.0376282568071762}",25,1,27.438127727352278,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.3909989169314102, 'e': 0.03744058509340732}",20,0,27.787773587160967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.3909989169314102, 'e': 0.03725384939621581}",25,19,13.149974948648875,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.3909989169314102, 'e': 0.0370680450471995}",30,16,24.553362261524306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.3909989169314102, 'e': 0.036883167401239994}",20,4,32.310261855787466,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.3909989169314102, 'e': 0.03669921183638653}",25,17,12.234018781207228,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.3909989169314102, 'e': 0.0365161737537404}",20,5,19.210856853306606,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.3909989169314102, 'e': 0.036334048577339996}",20,0,31.984316416054234,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.3909989169314102, 'e': 0.03615283175404641}",20,5,25.749353779654385,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.3909989169314102, 'e': 0.035972518753429654}",25,14,22.467374203747298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.3909989169314102, 'e': 0.0357931050676553}",20,11,17.35765680930035,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.3909989169314102, 'e': 0.03561458621137186}",25,13,22.938856787332835,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.3909989169314102, 'e': 0.03543695772159864}",20,10,20.77097936267388,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.3909989169314102, 'e': 0.03526021515761412}",20,12,17.450315843739812,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.3909989169314102, 'e': 0.035084354100845025}",30,19,21.62673583875631,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
